iter	RMSE
178	2.28028345
179	2.272738989
180	2.2669575741181	2.2618756631182	2.2561712261183	2.24389972
184	2.233225023
185	2.22835728
186	2.218262769
187	2.208300971
188	2.200318854
189	2.193732722
190	2.183175307
191	2.175089777
192	2.167449936
193	2.163853045
194	2.160876467
195	2.156901968
196	2.151688854
197	2.148052548
198	2.1462534
199	2.138671609
200	2.131053277
201	2.125247202
202	2.11744486
203	2.113223993
204	2.109172702
205	2.105336306
206	2.102006872
207	2.093417207
208	2.091188374
209	2.209	1.8854210	2.210	1.8822211	2.211	1.878212	2.0212	1.875213	2.0213	1.867214	2.0214	1.860215	2.047774075
216	2.039218588
217	2.02843735
218	2.022986484
219	2.014480581
220	2.010837403
221	2.008627359
222	2.000925049
223	1.996430457
224	1.987701532
225	1.978454336
226	1.97226	1.79227	1.97227	1.78228	1.966135268
229	1.959466437
230	1.95544384
231	1.948116972
232	1.945999557
233	1.93977743
234	1.937526665
235	1.934693918
236	1.932577132
237	1.923347042
238	1.916402564
239	1.913576706
240	1.9103240	1.241	1.9035241	1.242	1.901242	1.7243	1.895243	1.6244	1.886244	1.6245	1.884245	1.6246	1.882246	1.678044416
247	1.676065114
248	1.670655859
249	1.666898019
250	1.6251	1.866251	1.6252	1.864252	1.6253	1.860253	1.6254	1.851254	1.6255	1.849255	1.256	1.843256	1.6257	1.83257	1.63258	1.83258	1.63259	1.823692903
260	1.816098987
261	1.809073475
262	1.802876811
263	1.799985795
264	1.792329003
265	1.790100696
266	1.783832175
267	1.777034986
268	1.775201693
269	1.768572095
270	1.763899426
271	1.75770758
272	1.751889201
273	1.745792914
274	1.740107699
275	1.738430936
276	1.736702464
277	1.735002606
278	1.730078292
279	1.728461438
280	1.719885544
281	1.714538735
282	1.706670099
283	1.705011703
284	1.697020522
285	1.695532657
286	1.693956335
287	1.692440984
288	1.686611149
289	1.685083843
290	1.678691569
291	1.674072209
292	1.67056327
293	1.668091006
294	1.66237211
295	1.661002979
296	1.653750303
297	1.648370859
298	1.646619958
299	1.645295524
300	1.643877155
30301	1.4470523630302	1.4395379930303	1.43829833304	1.629025108
30305	1.4355330630306	1.4344251630307	1.4264860030308	1.4203626930309	1.4192190231310	1.4165834731311	1.4155334731312	1.4117831313313	1.4078760314314	1.4057844315315	1.3997450316316	1.3987371317317	1.3970288318	1.577395844
319	1.575543719
320	1.568957272
321	1.565318893
322	1.55992756
323	1.555570999
324	1.552833701
325	325	1.360682326	326	1.359665327	327	1.358668328	328	1.357447329	329	1.356266330330	1.3553100331331	1.3539235332332	1.352608031
333	1.351696998
334	1.350388185
335	1.347630643
336	1.341450051
337	1.336375787
338	1.335106591
339	1.331676894
340	1.327054828
341	1.324657743
342	1.320309136
343	1.319432476
344	1.316122913
345	1.31268458
346	1.308751583
347	1.305547303
348	1.303971454
349	1.300520291
350	1.297945175
351	1.296811594
352	1.293056203
353	1.291897335
354	1.289814514
355	1.288386385
356	1.284891101
357	1.283296774
358	1.282201434
359	1.276339008
360	1.27528358
361	1.274249695
362	1.269447278
363	1.267917667
364	1.264681644
365	1.259286194
366	1.258575974
367	1.257744086
368	1.256690185
369	1.251725007
370	1.248299627
371	1.247508375
372	1.246486703
373	1.244563561
374	1.243683345
375	1.243133621
376	1.242510232
377	1.241972821
378	1.238490266
379	1.2379815
380	1.234308409
381	1.233778238
382	1.230821201
383	1.226870368
384	1.226261406
385	1.223910053
386	1.219624566
387	1.216987326
388	1.215843453
389	1.21537578
390	1.213728548
391	1.213165949
392	1.208301506
393	1.204971438
394	1.203105696
395	1.197932433
396	1.196761019
397	1.193189764
398	1.189901494
399	1.186442817
400	1.182423377
401	1.17893207
402	1.177905646
403	1.177368361
404	1.172744276
405	1.17049493
406	1.226538101
407	1.22356948
408	1.221494229
409	1.217830365
410	1.215622711
411	1.213557266
412	1.208762561
413	1.204960078
414	1.202452238
415	1.197929373
416	1.19497644
417	1.191693884
418	1.189842252
419	1.189303411
420	1.186674753
421	1.183684903
422	1.1807423	1.423	1.177600306
424	1.175161423
425	1.172414049
426	1.171427	1.2427	1.167428	1.2428	1.165429	1.2429	1.161430	1.2430	1.157431	1.218932673
432	1.217843896
433	1.212663838
434	1.20936445
435	1.2435	1.142436	1.2436	1.141437	1.437	1.1366438	1.195646562
439	1.192488158
440	1.19080179
441	1.188201687
442	1.184135172
443	1.181552389
444	1.179915778
445	1.179303123
446	1.177732049
447	1.174032781
448	1.171021461
449	1.16788831
450	1.167371479
451	1.163355089
452	1.162795693
453	1.159641702
454	1.156304347
455	1.153495469
456	1.150110867
457	1.146519084
458	1.142447509
459	1.141704193
460	1.13849805
461	1.136038413
462	1.133779787
463	1.133321412
464	1.132811218
465	1.128977789
466	1.128553069
467	1.127999913
468	1.126655694
469	1.124596301
470	1.12010961
471	1.117724221
472	1.114281257
473	1.111235567
474	1.108065586
475	1.107549578
476	1.104519007
477	1.100879122
478	1.096910776
479	1.09386408
480	1.090838381
481	1.086629576
482	1.482	1.0241483	1.483	1.0214484	1.484	1.0203485	1.077806828
486	1.073917142
487	1.069695466
488	1.0671083
489	1.064521457
490	1.0490	1.006491	1.0491	1.003492	1.0492	1.000493	1.0493	0.997494	1.04494	0.495	1.04712495	0496	1.046716496	497	1.045752497	498	1.0448782498499	1.0412746449500	1.0378947555501	1.0355899550502	1.0329859855503	1.028375877
504	1.027269631
505	1.024776172
506	1.024304636
507	1.021148905
508	1.020686262
509	1.017036921
510	1.01428828
511	1.011153752
512	1.007363907
513	1.004269428
514	1.002132439
515	1.001727746
516	0.9991453854
517	0.9988146017
518	0.995613199
519	0.9926806936
520	0.9898559264
521	0.9879086019
522	0.9854683414
523	0.9850801522524	0.9847319186
525	0.98304111524526	0.98271010525527	0.97929551526528	0.9772925852529	0.97432070052530	0.97392857529531	0.9704734853532	0.96823189253533	0.9648468848
534	0.962827277
535	0.9624571523
536	0.9600934364
537	0.9570978003
538	0.9542182165
539	0.9511004988
540	0.9496956394
541	0.9493457799
542	0.9468588689
543	0.9445816985
544	0.9434315204
545	0.9412727804
546	0.9395772748
547	0.9364815998
548	0.9346180934
549	0.9334515887
550	0.9330908915
551	0.9309857432
552	0.9283008649
553	0.9257006765
554	0.9230921021
555	0.9202864488
556	0.9194615356
557	0.9182432794
558	0.9175034047
559	0.9147921001
560	0.9125786291
561	0.9112703102
562	0.9084087029
563	0.9038446173
564	0.902446706
565	0.8984584711
566	0.896572104
567	0.8945926613
568	0.8932862336
569	0.8906866906
570	0.890415578
571	0.8886978811
572	0.8860454168
573	0.8844970419
574	0.8837436387
575	0.8813646331
576	0.8790019545
577	0.8766444001
578	0.8755791375
579	0.8728221595
580	0.87241135
581	0.8697980581
582	0.8687397631
583	0.8666406261
584	0.8658795479
585	0.8646855369
586	0.8642716006
587	0.8620992265
588	0.859402891
589	0.8566621439
590	0.854112593
591	0.8517367075
592	0.84969216
593	0.8484246421
594	0.8479523542
595	0.8463218776
596	0.8443362626
597	0.8424747158
598	0.8407455984
599	0.8390445086
600	0.8360517728
601	0.8342534709
602	0.834026421
603	0.8314113169
604	0.8309580484
605	0.8307245683
606	0.8285368489
607	0.8283085951
608	0.828049968
609	0.8258796704
610	0.8256569457
611	0.824419892
612	0.8219243756
613	0.8216136294
614	0.8206590173
615	0.8204363559
616	0.8178824434
617	0.8155547981
618	0.8136493363
619	0.8126446821
620	0.8102909094
621	0.8079819154
622	0.8077211016
623	0.8050791302
624	0.8030758363
625	0.8013347052
626	0.7991365333
627	0.7958337065
628	0.7937164079
629	0.7928945548
630	0.7894965684
631	0.7892488656
632	0.7864752171
633	0.7862528142
634	0.7845600554
635	0.7837554971
636	0.7808702103
637	0.7779099045
638	0.7771325725
639	0.7750352531
640	0.7729045292
641	0.7704113817
642	0.7690793073
643	0.7688091284
644	0.7684297543
645	0.7672038775
646	0.7662755095
647	0.7640551864
648	0.7620301461
649	0.7596446618
650	0.758530789
651	0.7573627355
652	0.7564951661
653	0.7540083313
654	0.7525734309
655	0.7499560199
656	0.7495458367
657	0.7474942565
658	0.7453549416
659	0.7430649379
660	0.741234288
661	0.7410433453
662	0.7402250742
663	0.7383502171
664	0.7371453566
665	0.736063511
666	0.7348205255
667	0.7326489389
668	0.7313019481
669	0.7288291056
670	0.7273830305
671	0.7260151842
672	0.7243131185
673	0.7240162875
674	0.7218146563
675	0.7201114867
676	0.7178475949
677	0.716026027
678	0.7148830158
679	0.7143270058
680	0.7132380033
681	0.7124290905
682	0.7105623931
683	0.7087585506
68682	0.6680566019
683	0.6659275309
684	0.6657039114
685	0.6655822556686	0.66327755796687	0.66201477796688	0.6610981576691	0.6962515465
692	0.6959179384
693	0.695760009
694	0.6940697196
695	0.6923921497
696	0.6922737144
697	0.6914448103
698	0.6911927684
699	0.6902807975
700	0.6882639053
699	0.6460435032
702	0.6859204163
703	0.6848019098
702	0.641340169
7705	0.684167934
706	0.6837550471
707	0.683388902
708	0.6810667513
709	0.6789300673
710	0.6769135859
711	0.6747155461
712	0.6735940371
711	0.6317370927
712	0.6302390094
715	0.6687587515
714	0.6283439186
715	0.6273831599
716	0.6265433277
717	0.6246511416
718	0.6230388415
719	0.622803364
720	0.6219233343
721	0.620743681
722	0.6205790953
725	0.65694857367726	0.656078239
727	0.6541750977
728	0.6533299978
727	0.61513352217728	0.6140386454731	0.6479856046
732	0.6458609492
733	0.6438959122
734	0.6436469245
735	0.6416035103
736	0.6396709362
737	0.6386577605
738	0.6377773349
739	0.6370983186
740	0.6353600814
741	0.6330467951
742	0.6326402406
743	0.6310114343
744	0.6289971215
745	0.6275341875
746	0.6261653483
747	0.6255511506
748	0.6248039442
749	0.6231795533
750	0.6219686651
751	0.6203845895
752	0.6185901733
753	0.6160766612
754	0.6140905571
755	0.6130995775
756	0.6124932458
757	0.6116562223
758	0.6112177996
759	0.6102275475
760	0.6100693424
761	0.6086304977
762	0.6073721726
763	0.6067272092
764	0.6056044849
765	0.6051788546
766	0.6043981857
767	0.60318437
768	0.6029398762
769	0.6005138056
770	0.5986540912
771	0.5979388344
772	0.5957472734
773	0.5935022761
774	0.5914257123
775	0.5891324918
776	0.5883400348
777	0.5880994439
778	0.5870101762
779	0.5854956792
780	0.5843345819
781	0.5827122103
782	0.5817645402
783	0.5802090365
784	0.5785372091
785	0.57780651
786	0.5770696229
787	0.5760609611
788	0.5756474523
789	0.5745996779
790	0.5726487253
791	0.5718537461
792	0.5702722316
793	0.5700207418
794	0.568093369
795	0.5670407688
796	0.5654234309
797	0.5643213689
798	0.5631453325
799	0.5617509467
800	0.5598525829
801	0.5589326966
802	0.5577938382
803	0.5572853288
804	0.5567546343
805	0.5555049857
806	0.5542623058
807	0.5533220528
808	0.5529283267
809	0.5523962988
810	0.5520583626
811	0.5497480023
812	0.5490156601
813	0.5477915807
814	0.5468240818
815	0.5460391738
816	0.5439310284
817	0.5427181367
818	0.5410014012
819	0.5400082082
820	0.5396597458
821	0.5385875265
822	0.5372828291
823	0.5367935215
824	0.5357757665
825	0.5345929025
826	0.5342648086
827	0.5340417159
828	0.5336211062
829	0.532267745
830	0.5308014936
831	0.5297645373
832	0.5290512623
833	0.5280582581
834	0.5275935866
835	0.5273811818
836	0.5260590348
837	0.5258685698
838	0.5244674349
839	0.5237474221
840	0.5224275406
841	0.5209861397
842	0.5192615974
843	0.5183432288
844	0.5181028854
845	0.5165855558
846	0.5147648692
847	0.5131194219
848	0.5121587079
849	0.511392914
850	0.5111644977
851	0.5103113198
852	0.5098542013
853	0.5078246205
854	0.507580885
855	0.507193126
856	0.5058331334
857	0.5042107045
858	0.5038998134
859	0.5036530557
860	0.5029529184
861	0.5019671112
862	0.5017746433
863	0.4997916197
864	0.4987547888
865	0.4977614851
866	0.4958059216
867	0.4956420523
868	0.4946949521
869	0.492811588
870	0.4912621851
871	0.4908395494
872	0.4897325917
873	0.4890681466
874	0.488800661
875	0.4875772979
876	0.4858082052
877	0.4850083488
878	0.4837229015
879	0.4828192484
880	0.4822192577
881	0.4817677359
882	0.4811958416
883	0.4800004163
884	0.4789911052
885	0.478039234
886	0.4774287263
887	0.4762756025
888	0.4753134415
889	0.4735846777
890	0.4728072797
891	0.4716167622
892	0.4711108124
893	0.4699829313
894	0.4697001125
895	0.4682092416
896	0.4671696613
897	0.4657920481
898	0.4651560373
899	0.4642923665
900	0.4632029943
901	0.4630138672
902	0.4621510856
903	0.4618473148
904	0.4609141295
905	0.4607175739
906	0.4595848082
907	0.4585117116
908	0.4566138027
909	0.4554715733
910	0.4538491675
911	0.4537070395
912	0.4530462698
913	0.4525621747
914	0.4511726916
915	0.4500251097
916	0.4497350896
917	0.4488319146
918	0.4479680494
919	0.4472461227
920	0.44563049
921	0.4451901006
922	0.4441773707
923	0.4439510816
924	0.4429644351
925	0.4414927706
926	0.4403640185
927	0.4397638525
928	0.4395860841
929	0.4393074677
930	0.4377793595
931	0.4368726694
932	0.4358980975
933	0.4346990414
934	0.4344725834
935	0.4334220732
936	0.432631101
937	0.4320723845
938	0.4310984375
939	0.4301167205
940	0.4299714862
941	0.429432644
942	0.4282611838
943	0.4269766313
944	0.4263907294
945	0.4257974929
946	0.4247889002
947	0.4246707098
948	0.4241841499
949	0.4237731303
950	0.4234988497
951	0.4230226626
952	0.4223873103
953	0.4219054904
954	0.420950212
955	0.4200207207
956	0.4192914039
957	0.4190778848
958	0.4182456871
959	0.4181228275
960	0.4168927863
961	0.4164916303
962	0.4151170424
963	0.4148805945
964	0.413786176
965	0.4134534918
966	0.4121702196
967	0.4110086444
968	0.4108905371
969	0.4099584956
970	0.4093669146
971	0.4078620977
972	0.4067377431
973	0.4058192647
974	0.4054436947
975	0.4048659495
976	0.4035560704
977	0.4030556641
978	0.4022393236
979	0.4007271181
980	0.4006199401
981	0.400349218
982	0.3999791188
983	0.3990249553
984	0.398164817
985	0.3978398696
986	0.3970006398
987	0.3962150149
988	0.3955180123
989	0.3951650038
990	0.3935478154
991	0.3930419906
992	0.3929227134
993	0.3922589606
994	0.3914275341
995	0.3908470444
996	0.3898169308
997	0.3891186119
998	0.3879153346
999	0.3873612237
97	0.3432999569
998	0.3425010749
999	0.3414043121
